id | species | address | source | latitude | longitude
380 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Yunnan,昭通市,,二十四岗                                                                                                                                                                                                                                 " | "brahms    " | 28.144086 | 104.171507
380 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Yunnan,昭通市,,二十四岗                                                                                                                                                                                                                                 " | "brahms    " | 28.596285 | 103.901343
380 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Yunnan,昭通市,,二十四岗                                                                                                                                                                                                                                 " | "brahms    " | 28.617517 | 104.011374
380 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Yunnan,昭通市,,二十四岗                                                                                                                                                                                                                                 " | "brahms    " | 27.589411 | 104.035555
380 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Yunnan,昭通市,,二十四岗                                                                                                                                                                                                                                 " | "brahms    " | 27.5173948 | 103.7408349
380 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Yunnan,昭通市,,二十四岗                                                                                                                                                                                                                                 " | "brahms    " | 27.5227751 | 103.7416365
380 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Yunnan,昭通市,,二十四岗                                                                                                                                                                                                                                 " | "brahms    " | 27.5229204 | 103.7416715
381 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,Ckekiang,,天童寺                                                                                                                                                                                                                               " | "brahms    " | 29.805378 | 121.795312
381 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,Ckekiang,,天童寺                                                                                                                                                                                                                               " | "brahms    " | 29.7946975 | 121.7919997
382 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,天目山                                                                                                                                                                                                                                       " | "brahms    " | 30.3207476 | 119.4344546
382 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,天目山                                                                                                                                                                                                                                       " | "brahms    " | 30.20267269999999 | 119.3986299
383 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,                                                                                                                                                                                                                                         " | "brahms    " | 30.274085 | 120.15507
383 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,                                                                                                                                                                                                                                         " | "brahms    " | 30.243275 | 120.182721
384 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Nanjing Shiqu,,植物所药物园                                                                                                                                                                                                                     " | "brahms    " | 32.060255 | 118.796877
385 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,西天目山                                                                                                                                                                                                                                     " | "brahms    " | 30.337445 | 119.40043
386 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,西天目山                                                                                                                                                                                                                                     " | "brahms    " | 30.337445 | 119.40043
387 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,莫干山                                                                                                                                                                                                                                       " | "brahms    " | 30.6297222 | 119.8255556
388 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,西天目山                                                                                                                                                                                                                                     " | "brahms    " | 30.337445 | 119.40043
389 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,                                                                                                                                                                                                                                             " | "brahms    " | 30.267447 | 120.152792
390 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,泰顺县,,三湖                                                                                                                                                                                                                                   " | "brahms    " | 27.7763889 | 119.8044444
390 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,泰顺县,,三湖                                                                                                                                                                                                                                   " | "brahms    " | 27.739152 | 119.820492
390 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,泰顺县,,三湖                                                                                                                                                                                                                                   " | "brahms    " | 27.411998 | 119.933266
390 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,泰顺县,,三湖                                                                                                                                                                                                                                   " | "brahms    " | 27.320803 | 119.811472
390 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,泰顺县,,三湖                                                                                                                                                                                                                                   " | "brahms    " | 27.4338786 | 120.2264256
391 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Hunan,,,                                                                                                                                                                                                                                                " | "brahms    " | 28.112444 | 112.98381
392 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Hunan,南岳,,南沟                                                                                                                                                                                                                                        " | "brahms    " | 27.288097 | 112.642385
393 | "Cryptotaenia canadensis  subsp. japonica                                                                                                                                                                                                                      " | "China,Hunan,南岳,,福华寺前                                                                                                                                                                                                                                    " | "brahms    " | 27.232444 | 112.738604
394 | "Cryptotaenia canadensis auct.non(L.) DC.                                                                                                                                                                                                                      " | "China,Hunan,,,                                                                                                                                                                                                                                                " | "brahms    " | 28.112444 | 112.98381
395 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,泰顺县,,里光附近                                                                                                                                                                                                                               " | "brahms    " | 27.556884 | 119.717649
396 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,                                                                                                                                                                                                                                             " | "brahms    " | 30.267447 | 120.152792
397 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,                                                                                                                                                                                                                                             " | "brahms    " | 30.267447 | 120.152792
398 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Nanjing Shiqu,,植物园药物园                                                                                                                                                                                                                     " | "brahms    " | 32.060255 | 118.796877
399 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Nanjing Shiqu,,植物所药物园                                                                                                                                                                                                                     " | "brahms    " | 32.060255 | 118.796877
400 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,天童寺前,放生池旁                                                                                                                                                                                                                            " | "brahms    " | 30.267447 | 120.152792
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.2457626 | 120.1188759
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.1637067 | 119.684613
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.2446028 | 120.1110012
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.238658 | 120.098225
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.258858 | 120.124327
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.2410539 | 120.1092768
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.262271 | 120.100557
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.268102 | 120.140751
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.258264 | 120.12317
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.179495 | 120.109584
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.2695025 | 120.1268569
401 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,杭州,,Lingyin                                                                                                                                                                                                                                  " | "brahms    " | 30.2694213 | 120.1274209
402 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,天目山,大庙至高岭                                                                                                                                                                                                                            " | "brahms    " | 30.3207476 | 119.4344546
402 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,天目山,大庙至高岭                                                                                                                                                                                                                            " | "brahms    " | 30.20267269999999 | 119.3986299
403 | "Cryptotaenia canadensis auct.non(L.) DC.                                                                                                                                                                                                                      " | "China,Zhejiang,Chekiang,,Tien-tai Shan                                                                                                                                                                                                                        " | "brahms    " | 29.5 | 121.2333333
404 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,天台国清寺附近                                                                                                                                                                                                                               " | "brahms    " | 29.168087 | 121.045679
405 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,天台县,,大雷鸡高坪                                                                                                                                                                                                                             " | "brahms    " | 29.143942 | 121.007087
406 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,天台县,,                                                                                                                                                                                                                                       " | "brahms    " | 29.143942 | 121.007087
407 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,寿昌,,生于较阴湿的山脚草丛中                                                                                                                                                                                                                   " | "brahms    " | 29.358966 | 119.222105
408 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,黄岩,,                                                                                                                                                                                                                                         " | "brahms    " | 28.650117 | 121.261893
409 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,黄岩,,城郊附近水沟旁                                                                                                                                                                                                                           " | "brahms    " | 28.650117 | 121.261893
410 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,黄岩,,城郊羽山                                                                                                                                                                                                                                 " | "brahms    " | 28.650117 | 121.261893
411 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,乐清,,北雁山,净名寺                                                                                                                                                                                                                            " | "brahms    " | 28.122909 | 120.962198
411 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,乐清,,北雁山,净名寺                                                                                                                                                                                                                            " | "brahms    " | 28.084783 | 120.859815
412 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,Chekiang,,                                                                                                                                                                                                                                     " | "brahms    " | 30.267447 | 120.152792
413 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,瑞安县,,                                                                                                                                                                                                                                       " | "brahms    " | 27.766918 | 120.580653
414 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,,,                                                                                                                                                                                                                                             " | "brahms    " | 30.267447 | 120.152792
415 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Zhejiang,临安市,,西天目山,老殿下                                                                                                                                                                                                                        " | "brahms    " | 30.34756 | 119.429445
416 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,溧阳,,                                                                                                                                                                                                                                          " | "brahms    " | 31.416911 | 119.484211
417 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Lou-bou,,                                                                                                                                                                                                                                       " | "brahms    " | 32.061707 | 118.763232
418 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,宜兴,,张渚茗岭乡鼎山                                                                                                                                                                                                                            " | "brahms    " | 31.268776 | 119.635114
419 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,宜兴,,张渚张家谷                                                                                                                                                                                                                                " | "brahms    " | 31.268776 | 119.635114
420 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,宜兴,,龙池山西坞卡                                                                                                                                                                                                                              " | "brahms    " | 31.340637 | 119.823407
421 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,宜兴,,茗岭乡                                                                                                                                                                                                                                    " | "brahms    " | 31.216665 | 119.642189
422 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,宜兴,,桥涯附近                                                                                                                                                                                                                                  " | "brahms    " | 31.340637 | 119.823407
423 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Lori,,                                                                                                                                                                                                                                          " | "brahms    " | 32.061707 | 118.763232
424 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Zoce,,                                                                                                                                                                                                                                          " | "brahms    " | 32.061707 | 118.763232
425 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Zoce,,                                                                                                                                                                                                                                          " | "brahms    " | 32.061707 | 118.763232
426 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Zoce,,                                                                                                                                                                                                                                          " | "brahms    " | 32.061707 | 118.763232
427 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,上海,佘山,,                                                                                                                                                                                                                                             " | "brahms    " | 31.104247 | 121.229818
427 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,上海,佘山,,                                                                                                                                                                                                                                             " | "brahms    " | 31.091817 | 121.197455
427 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,上海,佘山,,                                                                                                                                                                                                                                             " | "brahms    " | 31.419545 | 122.244471
427 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,上海,佘山,,                                                                                                                                                                                                                                             " | "brahms    " | 31.1013889 | 121.1547222
427 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,上海,佘山,,                                                                                                                                                                                                                                             " | "brahms    " | 31.094703 | 121.196564
428 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Sungkiang,,松江                                                                                                                                                                                                                                 " | "brahms    " | 32.061707 | 118.763232
429 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangsu,Sungkiang,,                                                                                                                                                                                                                                     " | "brahms    " | 32.0092854 | 120.8656613
